,sentence1,sentence2,similarity_score,sent1_len,sent2_len,aug1
1111,Gato gris mirando por la ventana.,Un gato mirando por la ventana.,0.8,6,6,Felino gris observando a través del cristal.
1112,una foto en blanco y negro de una vaca bajo un árbol.,Una foto en blanco y negro de una vaca caminando bajo un árbol en un campo.,0.8399999618530274,12,16,Una imagen monocromática de una vaca bajo un árbol.
1113,Una planta en maceta a la luz del sol desde una ventana.,Una planta en maceta con sólo unos pocos brotes.,0.5599999904632569,12,9,Una planta en un tiesto iluminada por los rayos del sol que entran por una ventana.
1114,Cuatro personas están remando un bote cerca de la costa.,cuatro personas están en un barco en aguas verdes.,0.5599999904632569,10,9,Cuatro individuos navegando en una barca cerca del litoral.
1115,Una chica de camisa roja está montando un caballo marrón.,Un perro blanco y moreno acostado en la cama con una cobija amarilla.,0.0,10,13,Una muchacha de camiseta roja cabalgando sobre un caballo castaño.
1116,Hay un pequeño escritorio y una silla delante de la lavandería.,Una habitación con paredes bronceadas y una lavadora y secadora.,0.27999999523162844,11,10,Se encuentra un pequeño escritorio y una silla situados frente a la lavandería.
1117,Un tren de pasajeros de Amtrak esperando en una estación.,Un tren de pasajeros esperando en una estación.,0.8,10,8,Un tren de pasajeros de Amtrak aguardando en una estación de ferrocarril.
1118,Un gran avión en tierra en el aeropuerto.,Un avión de pasajeros vuela por el aire.,0.3599999904632568,8,8,Un gran avión estacionado en el aeropuerto.
1119,Una joven con un casco y montada en un pony.,Una chica con una blusa roja montando un caballo marrón.,0.4,10,10,Una joven con casco montando un poni.
1120,Gente sentada en el porche.,Gente sentada en el sofá.,0.27999999523162844,5,5,Personas acomodadas en el pórtico.
1121,Dos caballos parados en un corral.,Un grupo de caballos pastando en un campo.,0.3200000047683716,6,8,Un par de caballos detenidos en un corral.
1122,El tren rojo y el tren amarillo en las vías.,Dos trenes están viajando por la vía.,0.6800000190734863,10,7,El tren rojo y el tren amarillo sobre los rieles.
1123,Dos personas sentadas en una mesa de un restaurante.,Un grupo de personas sentadas alrededor de una mesa en un porche.,0.2,9,12,Dos individuos sentados en una mesa de un comedor.
1124,Un cordero está cerca de dos pequeños animales.,Una oveja parada cerca de sus hijos.,0.27999999523162844,8,7,Un carnero se encuentra junto a un par de criaturas pequeñas.
1125,Una persona que anda en una moto de cross al aire libre.,Una persona que salta una moto en el aire.,0.4400000095367432,12,9,Una persona montando una motocicleta de cross al aire libre.
1126,Vaca bronceada con marcas en las orejas en un campo de hierba.,Muchas ovejas de pie en una verde colina.,0.04000000059604645,12,8,Vaca morena con marcas en las orejas en un prado verde.
1127,Un barco de vela navegando en el agua.,Un velero flotando en el agua azul.,0.8399999618530274,8,7,Un velero surcando las aguas.
1128,una mujer con un sombrero vikingo.,Una mujer sonriente sentada con un sombrero vikingo.,0.8399999618530274,6,8,Una mujer con un sombrero de estilo vikingo.
1129,Un autobús blanco de dos pisos estacionado.,Un autobús de dos pisos rojo y blanco está estacionado.,0.8399999618530274,7,10,Un autobús blanco de dos niveles estacionado.
1130,Un campo de ovejas de cara negra.,Una oveja de cara negra.,0.5599999904632569,7,5,Un prado lleno de ovejas de rostro oscuro.
1131,Dos pájaros están encaramados en una banda de metal.,Dos pequeños pájaros encaramados en una barra de metal.,0.8,9,9,Dos aves se posan sobre una tira metálica.
1132,Mesa con mantel azul en la cocina.,Armarios de madera en la cocina.,0.3200000047683716,7,6,Mesa con mantel de color azul en la cocina.
1133,Una joven con un brazalete lleva un bikini y unos vaqueros.,Una mujer con un bikini y unos vaqueros.,0.8,11,8,Una joven con una pulsera lleva puesto un bikini y unos jeans.
1134,Un caballo marrón pastando en un campo de hierba verde.,Caballo marrón parado en medio del campo de hierba.,0.8,10,9,Un caballo marrón se alimenta en un campo de hierba verde.
1135,Una olla de líquido está en el centro de un plato cubierto de papel de aluminio.,Se coloca una olla de comida en el centro de un mantel rojo.,0.27999999523162844,16,13,Una olla con líquido se encuentra en el centro de un plato cubierto con papel de aluminio.
1136,Una vaca blanca y negra de pie en un campo de hierba.,Un arrendajo azul de pie en un campo de hierba.,0.12000000476837158,12,10,Una vaca de pelaje blanco y negro se encuentra de pie en un campo de hierba.
1137,Un avión amarillo y azul está volando en el cielo.,El avión blanco está volando en el cielo azul.,0.6400000095367432,10,9,Un avión amarillo y azul surca el cielo.
1138,Una mujer sentada en una silla en Navidad maquillándose.,Un tren sentado en las vías en un patio de trenes.,0.0,9,11,Una mujer se sienta en una silla durante la Navidad y se maquilla.
1139,Cuatro jóvenes asiáticos sentados en un estudio o sala de estar.,Una chica sentada en una silla de estar.,0.1600000023841858,11,8,Cuatro jóvenes asiáticos se sientan en un estudio o salón.
1140,El tren va por las vías.,Tren que se desliza por las vías.,0.9199999809265137,6,7,El ferrocarril se desliza sobre los rieles.
1141,Una joven mujer vestida de negro.,Dos niños pequeños vestidos sentados en sillas.,0.04000000059604645,6,7,Una joven dama ataviada en oscuridad.
1142,Grupo de personas sentadas en la mesa con bebidas.,cuatro personas sentadas en una mesa.,0.6,9,6,Conjunto de individuos sentados alrededor de una mesa con bebidas.
1143,Un avión volando a distancia.,Una mujer con un caballo blanco.,0.0,5,6,Una aeronave surcando el cielo a lo lejos.
1144,Un grupo de barcazas de río con árboles al fondo.,Un grupo de vacas en un campo con marcas amarillas en sus orejas.,0.04000000059604645,10,13,Un conjunto de barcazas fluviales con arboleda de fondo.
1145,Una sala de estar con una mesa de comedor al fondo.,Una sala de estar con grandes sofás y una mesa de comedor al fondo.,0.7199999809265136,11,14,Un salón con una mesa de cenar en el fondo.
1146,Gato a rayas amarillas descansando en un sofá azul.,Un gato atigrado naranja durmiendo en el sofá.,0.8,9,8,Felino de franjas amarillas reposando en un sofá azulado.
1147,Un tren de pasajeros entrando en una estación.,Un gran pájaro está volando por el aire.,0.0,8,8,Un convoy de viajeros ingresando a una terminal.
1148,Dos personas remando en una canoa roja con árboles al fondo.,Dos personas acolchadas en una canoa amarilla por un río con árboles al fondo.,0.6800000190734863,11,14,Dos personas navegando en una canoa roja con arboleda de fondo.
1149,Un tren negro se mueve por las vías.,El tren negro está parado en las vías.,0.4400000095367432,8,8,Un ferrocarril negro avanza por los rieles.
1150,Un jeep blanco estacionado frente a una tienda.,Un Jeep blanco estacionado en una calle.,0.7,8,7,Un vehículo todoterreno de color blanco se encuentra estacionado enfrente de un establecimiento comercial.
1151,Dos mujeres paradas frente al autobús de la gira.,Dos hombres hablando frente a un avión.,0.0800000011920929,9,7,Dos damas se hallan de pie frente al autobús turístico.
1152,Un hombre monta una gran moto negra.,Un niño se sienta en una gran silla de cuero negro.,0.0,7,11,Un individuo cabalga sobre una motocicleta de gran tamaño y tonalidad negra.
1153,Una bicicleta está aparcada fuera de una librería.,La gente se para fuera de una librería.,0.1600000023841858,8,8,Una bicicleta se encuentra estacionada fuera de una biblioteca.
1154,Avión en pleno vuelo al atardecer.,Un avión volando cerca de la puesta de sol.,0.7599999904632568,6,9,Una aeronave en medio de su trayecto durante la puesta del sol.
1155,Dos autobuses rojos aparcados con jardines delante de ellos.,Los autobuses rojos están aparcados en un gran edificio blanco junto a un jardín formal.,0.6800000190734863,9,15,Dos autobuses de color rojo detenidos con jardines situados enfrente de ellos.
1156,Un loro amarillo se aferra a un lado de su jaula.,Un pájaro amarillo y naranja se aferra a un lado de la jaula.,0.6800000190734863,11,13,Un loro de color amarillo se agarra a un costado de su jaula.
1157,Una pareja navegando en un pequeño velero.,Dos hombres navegando en un pequeño velero.,0.6,7,7,Una dupla se desplaza en un pequeño barco a vela.
1158,Una motocicleta plateada y azul sentada al lado de un coche.,Una motocicleta estacionada junto a un auto.,0.7199999809265136,11,7,Una motocicleta de color plateado y azul se encuentra ubicada junto a un automóvil.
1159,Autobús rojo de dos pisos.,Un autobús rojo de dos pisos.,1.0,5,6,Un autobús de dos niveles de color rojo.
1160,Pies de pie en un bonito día con un gran edificio de fondo.,Dos policías parados detrás de una camioneta con un autobús al fondo.,0.0800000011920929,13,12,Pies descansando en un hermoso día con un impresionante edificio al fondo.
1161,Un pequeño perro blanco mastica una ramita mientras está tumbado en una terraza de madera.,El perro blanco está tendido en el suelo de madera debajo de la mesa.,0.3200000047683716,15,14,Un canino blanco de pequeño tamaño mordisquea un palito mientras yace en una terraza de madera.
1162,Hombre parado frente al tren plateado.,Un hombre parado frente a un vagón plateado.,0.8800000190734864,6,8,Varón detenido ante el tren plateado.
1163,Un primer plano de una oveja con la lengua colgando.,Imagen de cerca de una oveja con la lengua colgando.,1.0,10,10,Primer plano de un ovino con la lengua afuera.
1164,Una vaca con cuernos blancos y negros parada en un campo.,una vaca blanca y negra de pie en el campo.,0.8399999618530274,11,10,Una vaca de cuernos blancos y negros detenida en un prado.
1165,Un hombre montando un caballo blanco en una arena.,Un hombre montado en un caballo blanco.,0.8,9,7,Un hombre montando un equino blanco en una arena.
1166,Un tren sentado en las vías cerca de un campo.,Un tren que viaja por las vías.,0.4400000095367432,10,7,Un tren estacionado en las vías cercano a un campo.
1167,Una mujer y un niño pequeño sentados en una mesa de comedor sonriendo a la cámara.,Un pequeño gato acostado en una viga de madera mirando hacia la cámara.,0.0800000011920929,16,13,Una mujer y un niño pequeño sentados en una mesa de comedor mostrando una sonrisa a la cámara.
1168,Una estatua de Buda está sentada en una mesa con un corredor de madera.,Un pájaro parado en la cima de un poste de madera.,0.0800000011920929,14,11,Una escultura de Buda se encuentra ubicada en una mesa con un piso de madera.
1169,Dos autobuses rojos conduciendo frente a un jardín.,Un tren entrando en una estación.,0.0,8,6,Dos autobuses rojos circulando frente a un jardín.
1170,Vacas pastando en un campo cubierto de nieve.,Cinco vacas pastando en un campo cubierto de nieve.,0.7599999904632568,8,9,Bovinos pacen en un terreno nevado.
1171,Un hombre montado en un caballo blanco.,Una mujer montando un caballo marrón.,0.3599999904632568,7,6,Un caballero cabalga sobre un corcel blanco.
1172,Un hombre con camisa azul parado frente a una fuente.,"Un hombre con una camisa azul y pantalones marrones está de pie frente a una estatua de un hombre, que está en una plaza pavimentada de piedra.",0.6400000095367432,10,27,Un individuo con camiseta azul se halla frente a una fuente.
1173,Una chica con equipo de montar se sienta encima de un caballo marrón.,Una chica de camisa roja está montando un caballo marrón.,0.8,13,10,Una joven con equipo ecuestre se encuentra sentada sobre un caballo castaño.
1174,Una silla de plástico transparente delante de una estantería.,una silla de plástico transparente delante de las estanterías.,0.8399999618530274,9,9,Una silla de plástico transparente se ubica delante de una estantería.
1175,Un perro lleva una chaqueta gris.,Un perro con una chaqueta de mascota.,0.6,6,7,Un can lleva puesta una chaqueta gris.
1176,Una oveja está en una ladera.,Una gran oveja de pie en una colina.,0.8,6,8,Una oveja se encuentra en una pendiente.
1177,Una vaca blanca y negra de pie en un campo de hierba.,una vaca blanca y negra de pie en el campo.,0.7599999904632568,12,10,Una vaca pinta se mantiene en pie en un campo verde.
1178,Una mujer con un bikini negro y jeans.,Una mujer con un sombrero negro está de pie junto al metro.,0.2,8,12,Una mujer con bikini negro y pantalones vaqueros.
1179,Una chica montando un caballo marrón.,El jinete va vestido de morado y monta un caballo marrón.,0.4400000095367432,6,11,Una joven cabalga sobre un corcel marrón.
1180,Hombre parado frente a un corvette amarillo.,Un hombre está parado junto a un auto deportivo amarillo.,0.6400000095367432,7,10,Un varón se halla de pie junto a un Corvette de color amarillo.
1181,Un hombre sentado en la hierba mirando hacia el cielo.,El hombre está de pie en la acera delante del caballo.,0.0,10,11,Un hombre se encuentra sentado sobre el césped mirando hacia el firmamento.
