,sentence1,sentence2,similarity_score,aug1,aug2
1291,Un tren multicolor en una vía.,Un tren mayormente negro en una vía.,0.5599999904632569,Un tren de varios colores se halla sobre los rieles.,Un tren de color oscuro se encuentra sobre una vía.
1292,Un autobús blanco y rojo viajando por la calle.,El autobús rojo está en la calle.,0.4400000095367432,Un autobús de tonos blancos y rojos se desplaza por la calle.,El autobús rojo está estacionado en la calle.
1293,Un avión rojo y azul volando con los trenes de aterrizaje bajados.,Un avión de combate de la Segunda Guerra Mundial con el tren de aterrizaje abajo.,0.6400000095367432,Un avión de colorado y azul vuela con las ruedas de aterrizaje desplegadas.,Un avión de guerra de la Segunda Guerra Mundial con el tren de aterrizaje desplegado.
1294,Un pequeño bote que va por un arroyo.,un barco que se mueve en un río.,0.6,Una pequeña embarcación navega por un riachuelo.,Un barco avanza por un río.
1295,Cuatro mujeres y dos hombres se sientan en una larga mesa en un restaurante.,Un grupo de personas se sienta en una mesa de un restaurante italiano.,0.6,"Seis personas, entre ellas cuatro mujeres y dos hombres, se disponen alrededor de una mesa extensa en un establecimiento de comidas.",Un grupo de comensales se encuentran reunidos en una mesa de un restaurante italiano.
1296,Dos cabras paradas en un campo junto a un árbol.,Un gran barco tirando de un pequeño bote blanco.,0.0,"Dos cabras se encuentran estáticas en un campo, cerca de un árbol.",Una embarcación de gran tamaño remolca una pequeña embarcación blanca.
1297,"Una foto en blanco y negro de una sala de estar con una gran ventana, un sofá y una silla.",Una escena en blanco y negro de una habitación bien amueblada con vistas a un bosque.,0.6,"Una imagen en escala de grises de un salón con una ventana amplia, un sofá y un sillón.",Una escena monocromática de una habitación elegante con vistas a un bosque.
1298,Un primer plano de un caballo marrón con un cabestro azul.,Un primer plano de un caballo con un cabestro azul.,0.7199999809265136,Un acercamiento a un equino castaño con una brida azul.,Un primer plano de un caballo con una cuerda azul alrededor de su cabeza.
1299,Un gran pájaro negro está sentado en el agua.,Los pájaros están nadando en el agua.,0.5199999809265137,Un gran ave negra se posa sobre el agua.,Los pájaros nadan en el agua.
1300,Un primer plano de un gato en un sofá de crema.,Un gato siamés descansando en un sofá blanco.,0.6800000190734863,Un gato descansa en un sofá de color crema en primer plano.,Un felino siamés se relajaba plácidamente sobre un mullido sofá de color blanco.
1301,Una persona está saltando una bicicleta y haciendo un truco.,Una persona que anda en una moto de cross al aire libre.,0.45,Una persona realiza una acrobacia mientras salta en bicicleta.,Un individuo conduce una motocicleta todoterreno por un terreno abierto.
1302,Un autobús escolar amarillo está estacionado en una zona rural.,Un autobús escolar amarillo estacionado en un campo.,0.8,Un autobús escolar de color amarillo se encuentra estacionado en un área rural.,Un ómnibus escolar de color amarillo se encuentra inmóvil en un terreno abierto.
1303,Un perro guardián espía en una silla amarilla junto a un contenedor verde.,Un bulldog sentado en una silla amarilla al lado de un gran recipiente de residuos.,0.6400000095367432,Un perro guardián vigila desde una silla amarilla junto a un contenedor verde.,"Un perro bulldog, en posición sentada, se ubica en una silla amarilla junto a un voluminoso contenedor de basura."
1304,La mujer está sentada en la motocicleta roja.,La oveja blanca está de pie en la verde colina.,0.0,La mujer se encuentra sentada en una motocicleta roja.,"Sobre la loma verde, la oveja de lana blanca se mantiene erguida."
1305,Una oveja parada en una mesa en una subasta.,Ovejas lanudas en la casa de subastas.,0.8399999618530274,Una oveja se mantiene en pie sobre una mesa en una subasta.,"En la sala de subastas, se podían observar ovejas con su característico vellón."
1306,Un primer plano de la máquina de un tren negro.,Primer plano de una oveja blanca con cabeza negra.,0.0,Un primer plano muestra la maquinaria de un tren negro.,Enfoque cercano de un cordero blanco con una cabeza oscura.
1307,Un gato naranja y blanco dormido en una silla de cuero.,Un gato naranja y blanco tendido sobre una manta en una silla de cuero negro.,0.8,Un gato de pelaje naranja y blanco duerme en una silla de cuero.,"Un felino de pelaje bicolor, naranja y blanco, reposaba sobre una frazada que cubría una silla de piel oscura."
1308,...un tren pasa por sus vías.,"El tren baja por la vía, entre dos hileras de árboles.",0.6,...un tren circula por sus vías.,"La locomotora avanza sobre las vías, flanqueada por filas de árboles a ambos lados."
1309,Vaca blanca y negra de pie en un campo de hierba.,Una vaca con cuernos blancos y negros parada en un campo.,0.7599999904632568,Una vaca de pelaje blanco y negro se encuentra de pie en un campo de hierba.,"En un extenso pastizal, una vaca con un distintivo patrón de manchas blancas y negras en sus cuernos se mantiene de pie."
1310,Un autobús rojo de dos pisos de United en una calle de la ciudad.,Un autobús de dos pisos pasa por una calle de la ciudad.,0.8,Un bus escarlata de dos niveles de United circulando por una vía urbana.,Un autobús de doble piso circula por una vía urbana.
1311,El televisor y el escritorio de la habitación del hotel con la iluminación de la lámpara.,Un televisor y un ordenador portátil están encendidos en una habitación de hotel.,0.5199999809265137,La pantalla del televisor y el escritoorio de la estancia del hotel iluminados por la luz de la lámpara.,Un televisor y un computador portátil están prendidos en una habitación de hotel.
1312,Un hombre en una pequeña bicicleta.,Un hombre está haciendo un caballito en una bicicleta.,0.5599999904632569,Un individuo sobre una bicicleta pequeña.,Un hombre está realizando un caballito sobre una bicicleta.
1313,Una mujer con un vestido azul marino está cortando un pastel en una mesa blanca.,Una persona que lleva un casco se sienta en una bicicleta en un día soleado.,0.0800000011920929,Una dama con un vestido de color azul oscuro está partiendo un pastel sobre una mesa blanca.,Una persona con casco está sentada sobre una bicicleta en un día soleado.
1314,Un tren negro se mueve por las vías.,Un tren que viaja por las vías.,0.8,Un tren negro se desplaza sobre las vías férreas.,Un tren se desplaza sobre las vías.
1315,Un primer plano de una motocicleta blanca y morada.,Una foto de cerca de un escritorio con una computadora y papeles en ella.,0.2,Un primer plano de una moto blanca y morada.,Una toma cercana de un escritorio con una computadora y documentos sobre él.
1316,Una chica joven montando un caballo marrón.,Una mujer montando un caballo marrón.,0.7599999904632568,Una joven muchacha cabalgando sobre un caballo castaño.,Una mujer cabalga un caballo marrón.
1317,Dos mujeres en la cocina mirando un objeto.,Tres hombres de traje sentados en una mesa.,0.0,Dos féminas en la cocina observando un objeto.,Tres hombres vestidos con trajes se encuentran sentados alrededor de una mesa.
1318,Dos mujeres posando con un bebé.,Una mujer posa con un bebé.,0.4400000095367432,Dos damas posando con un infante.,Una mujer hace una pose con un bebé en brazos.
1319,Un grupo de personas sentadas alrededor de una mesa que contiene comida.,Cuatro personas están sentadas alrededor de una sala de estar con... aperitivos.,0.5599999904632569,Un conjunto de personas sentadas en torno a una mesa que tiene comida.,Cuatro personas se encuentran sentadas alrededor de una sala de estar con bocadillos.
1320,Una moto azul está aparcada en la acera.,Un ciclomotor azul aparcado en la acera.,0.8,Una motocicleta de color azul se encuentra estacionada en la acera.,Una motocicleta pequeña de color azul estaba estacionada en la banqueta.
1321,Un autobús rojo de dos pisos en una calle de la ciudad.,Un autobús rojo de dos pisos que va por una calle.,0.9600000381469728,Un autobús urbano de dos plantas y color rojo se halla en una vía de la ciudad.,Un ómnibus rojo de doble piso circula por una vía.
1322,Dos trenes dentro de una estación de tren.,El tren se sienta en la estación de tren.,0.4800000190734863,Dos convoyes se encuentran dentro de una terminal ferroviaria.,El tren permanece inmóvil en la estación.
1323,Un hombre montado en un caballo blanco.,Una mujer con un caballo blanco.,0.4400000095367432,Un caballero monta a lomos de un corcel blanco.,Una dama montaba un corcel albino.
1324,Un hombre y dos mujeres sonriendo a la cámara mientras están sentados en un sofá azul.,Un hombre y una mujer sonriendo a la cámara mientras están de pie en una cocina.,0.4400000095367432,Un hombre y dos damas sonríen a la lente fotográfica mientras descansan en un sofá de tonalidad azul.,"En una cocina, una pareja sonríe a la cámara mientras están de pie juntos."
1325,Un gran crucero en el puerto con árboles detrás.,Un crucero atracado en la costa.,0.6800000190734863,"Un imponente navío de crucero se encuentra atracado en el puerto, con árboles de fondo.",Un barco de recreo se encuentra amarrado a la orilla.
1326,Dos vacas cruzando una intersección de caminos.,Dos vacas cruzan una calle pavimentada.,0.7599999904632568,Dos bóvidos atraviesan un cruce de senderos.,Un par de bovinos atraviesan un camino asfaltado.
1327,Varias vacas pastando en la mediana junto al camino.,Cinco vacas pastando en un parche de hierba entre dos caminos.,0.8,Múltiples reses se alimentan en la isleta central junto a la carretera.,Un grupo de cinco bovinos se alimenta tranquilamente de la vegetación que crece en un terreno delimitado por dos vías de comunicación.
1328,Una vaca negra y una vaca marrón están en una llanura frente a un árbol desarraigado.,Una vaca negra y una vaca marrón paradas frente a un pequeño bosquecillo de árboles en un campo.,0.8399999618530274,Una vaca de pelaje negro y otra de color marrón se encuentran en una planicie frente a un árbol derribado.,"Dos vacas, una de pelaje oscuro y otra de color marrón claro, permanecían juntas en la proximidad de un grupo reducido de árboles en un extenso terreno."
1329,Un autobús rojo de dos pisos que va por la calle.,Un autobús de dos pisos en una calle de la ciudad.,0.7199999809265136,Un autobús urbano de dos pisos y colorado se desplaza por la vía pública.,Un vehículo de transporte público de doble nivel circula por una vía urbana.
1330,Vaca bronceada con marcas en las orejas en un campo de hierba.,Persona en el campo de hierba que cuida de las ovejas.,0.2400000095367431,Una vaca morena con señales en sus orejas se encuentra en un prado verde.,Un pastor en un extenso pastizal cuida de su rebaño de ovejas.
1331,Un primer plano de la parte delantera de una motocicleta púrpura y blanca.,Un primer plano de la parte trasera de un coche deportivo rojo.,0.2400000095367431,Un primer plano de la fachada de una motocicleta morada y blanca.,"Un coche deportivo rojo de lujo, visto desde atrás."
1332,Dos mujeres comprando en una tienda de ropa.,Dos mujeres en una tienda de ropa.,0.9199999809265136,Dos damas realizando compras en una boutique de ropa.,"Dos mujeres, enfrascadas en la búsqueda de prendas, en un establecimiento dedicado a la venta de ropa."
1333,Un grupo de personas sentadas en la mesa de un restaurante.,Grupo de personas sentadas en la mesa del restaurante.,0.9199999809265136,Un conjunto de personas sentadas en la mesa de un comedor.,"Una reunión social en un restaurante, con un grupo de personas compartiendo una comida en torno a una mesa."
1334,Un primer plano de la cabeza de un caballo marrón.,Un primer plano de un autobús escolar amarillo.,0.0,Un primer plano de la cabeza de un equino castaño.,"Un autobús escolar amarillo, captado en detalle, con su característico color."
1335,Una persona con gorra roja de pie junto a una viga de soporte de ladrillos.,Un caballo marrón está parado en la hierba y los matorrales.,0.0,Una persona con gorro rojo parada cerca de un pilar de ladrillos.,"Un caballo de pelaje marrón, de pie en un terreno cubierto de hierba y vegetación."
